,Class,ID,Utterance
457,anger,dia704_utt2.wav,just come dow come down come down you send me up with a woman a dolk twice in the last fi mo
458,anger,dia758_utt2.wav,she brought by au
459,anger,dia29_utt10.wav,they've only been going out for a few weeks phoebe is it completely hung up on mike e shall say no
460,anger,dia888_utt3.wav,all right or right if you insist on doing this at least let me help you
461,anger,dia833_utt2.wav,cannotlay our wedding
462,anger,dia572_utt20.wav,don't you talk to my husband like that you stupid baston
463,anger,dia923_utt10.wav,i i don't know exact
464,anger,dia875_utt4.wav,was fitching rooms again
465,anger,dia273_utt1.wav,and capting at the sout
466,anger,dia466_utt14.wav,he y  a
467,anger,dia971_utt2.wav,o the tie
468,anger,dia58_utt4.wav,ah excuse me we switched apartments you can't eat our food any more than that cravy drain is inded
469,anger,dia704_utt3.wav,can you stop yo when you make e me nervous ani cank gold a lerk a o
470,anger,dia182_utt5.wav,not i was duing my thing and everything was browing aboarding tos bran
471,anger,dia995_utt0.wav,o he there's some kates playing in the street do wint to go down there give im a projac room there they
472,anger,dia707_utt0.wav,ta
473,anger,dia81_utt11.wav,i is so typical i'm always the last one to know everything
474,anger,dia843_utt2.wav,saying rest for her voice
475,anger,dia51_utt5.wav,you had no right coming down to my office ross
476,anger,dia351_utt12.wav,but i didn't wnt to
477,anger,dia835_utt9.wav,oh what's matter  scared
478,anger,dia946_utt13.wav,
479,anger,dia921_utt10.wav,smoke his likeer ye sai to yeu
480,anger,dia621_utt4.wav,sanlia rasic her first
481,anger,dia400_utt0.wav,igman yets got a wa
482,anger,dia40_utt1.wav,yes you got a telegral before you table a
483,anger,dia129_utt10.wav,wol stop by every new stand and burn every copy of their times in t posts
484,anger,dia932_utt4.wav,i just wanter to let you know i've change my mind i'm going to do it i'm goinio kiss joy j
485,anger,dia317_utt15.wav,you know boyfriends and girl friends are ging to come and go but this is for life
486,anger,dia51_utt9.wav,brought e the wo wadch fom
487,anger,dia295_utt9.wav,now feed you doing the same thing
488,anger,dia767_utt10.wav,a wot the ma
489,anger,dia904_utt7.wav,
490,anger,dia288_utt6.wav,they have been
491,anger,dia593_utt5.wav,what is this keep happening to me
492,anger,dia693_utt2.wav,i've been a nice guy up until now but te how don't he tisgrief
493,anger,dia615_utt13.wav,i accept all those flaws why can't you acsept me for this
494,anger,dia960_utt0.wav,the waiter carried the breadsticks in his pants
495,anger,dia342_utt6.wav,thescame makes no sense
496,anger,dia521_utt3.wav,yewith both adition for the part and theas it turned out
497,anger,dia985_utt4.wav,fast
498,anger,dia256_utt6.wav,then also an i'd be far away in the sea
499,anger,dia395_utt2.wav,o cake when e
500,anger,dia572_utt10.wav,she's in labor now you like that you ssick son of a bench
501,anger,dia596_utt8.wav,not you can you can't leave me here with that or maybe sitting
502,anger,dia869_utt11.wav,efore you know it she's with him
503,anger,dia207_utt18.wav,putn e i to sit here silenty while the three who have a conpersati
504,anger,dia605_utt1.wav,for god's sake were to let it go there's no rigte
505,anger,dia963_utt0.wav,rot you got a stop o q you can't you stare through the peep hole for three hours you comme dent peep by
506,anger,dia755_utt3.wav,your big scru
507,anger,dia84_utt3.wav,none after this
508,anger,dia907_utt1.wav,sees me maan jus e sfinger it out on thi tree
509,anger,dia255_utt10.wav,wok bob out of it
510,anger,dia448_utt1.wav,nod else ti  it a piss
511,anger,dia179_utt19.wav,macker  ver bold ater
512,anger,dia761_utt3.wav,
513,anger,dia908_utt7.wav,jollic akimply i big you her to see the bapstane cane commen one of nature's most spetacular phenomena an all you care about her blugs stuck in torren and some woman
514,anger,dia804_utt8.wav,hy don't you think of some one else for a change
515,anger,dia531_utt10.wav,but i  i was just trying to make a good first impression
516,anger,dia537_utt3.wav,come on mayby you c dancil why parner she's as she's real mellow
517,anger,dia6_utt11.wav,they didn't take adiom ar suggestions
518,anger,dia946_utt9.wav,gog t whis
519,anger,dia864_utt4.wav,i monica's maid of honor a  don't try to bloo pin me   well what' to do with these things things look nice so they are nice
520,anger,dia568_utt10.wav,th v knows and she just been a queak as anoutthat's the only explanation for it
521,anger,dia184_utt13.wav,and you were getting tourases at you d think you are goig to get away with that i do it if her i
522,anger,dia148_utt0.wav,oh tar so just because it was my table  i i haven't buy anew
523,anger,dia617_utt6.wav,oh your mamma folabwe both kill yourselve unoi'm sorry but i'm not hanging on my
524,anger,dia356_utt17.wav,you the plan plan to get over my man
525,anger,dia649_utt23.wav,no no s ho no why try to ruin the gane which brings ots back of course too frely as theory of doct
526,anger,dia700_utt10.wav,his is not tas is not marriage this is the world's worst hang overmarveless an if you do not get this anoement by will
527,anger,dia206_utt16.wav,i am dea
528,anger,dia92_utt0.wav,frowden grow
529,anger,dia374_utt4.wav,now you had been storing us all day e
530,anger,dia154_utt2.wav,hen that's ic get off get offul wor
531,anger,dia351_utt5.wav,aareally that's what my daughter means to you nothing
532,anger,dia833_utt3.wav,everyone will megin
533,anger,dia1018_utt14.wav,we were on te brag now we were what happen you
534,anger,dia496_utt10.wav,i am not getting in a car with ross we will just have to live here
535,anger,dia865_utt1.wav,limitid seeding my ass iesecenly the kit
536,anger,dia503_utt9.wav,i'll get at th for an went went wise the otheron
537,anger,dia482_utt2.wav,if thot you fir along in the trastue
538,anger,dia835_utt10.wav,let's go beg money
539,anger,dia568_utt11.wav,i cave a work i get onl my pinchable bogs an my bulging byseps she knows goyge
540,anger,dia592_utt13.wav,damn it feebe
541,anger,dia955_utt1.wav,and we waited until the last minute so that i saint yer
542,anger,dia123_utt6.wav,i can't believe you put that on my elum mi pay
543,anger,dia445_utt16.wav,and i gat it a wine
544,anger,dia661_utt8.wav,wy any wone to get the birds get the bird
545,anger,dia241_utt8.wav,i didn't even big about bag a that your tollagest
546,anger,dia388_utt5.wav,i highly doubt that qeer
547,anger,dia259_utt2.wav,by sandwach
548,anger,dia265_utt2.wav,of what you stupid  its been three hours is that all
549,anger,dia933_utt11.wav,began friendling
550,anger,dia70_utt7.wav,wer not drown it away i built that canoe
551,anger,dia256_utt12.wav,
552,anger,dia295_utt7.wav,bout going out wit that girl when
553,anger,dia672_utt11.wav,what are you talking about ross and you said that you read it twice
554,anger,dia39_utt1.wav,but why don't you tell me what yo're upposed to be
555,anger,dia576_utt10.wav,kind of scerios clowns came to yeur burth o
556,anger,dia759_utt8.wav,wos party ava
557,anger,dia275_utt11.wav,yatyas you do o ter know this s unbelieva
558,anger,dia658_utt5.wav,at i o saying
559,anger,dia831_utt5.wav,i get that o can i get that date time and i'm happ before you tand i'm tied of having a relationship with your answering and sh
560,anger,dia29_utt8.wav,now i could youe made some sort of inappropriate jo
561,anger,dia888_utt2.wav,a i am not quuldnit i am going to finish this journ all right all right if you insist on doing this at least let me  help you
562,anger,dia82_utt2.wav,yailer he's your father he should be at your wedding
563,anger,dia996_utt19.wav,and if any yiew di understand how important this is to me whele then perhaps we shouldn't be getting married at all worh th
564,anger,dia184_utt19.wav,and last yearis that what you send us to that midial tems restarards
565,anger,dia167_utt9.wav,see everybody else is happy she's done
566,anger,dia351_utt10.wav,pay i love for to marry her
567,anger,dia304_utt9.wav,they started my bards
568,anger,dia950_utt2.wav,this year was supposed to be great
569,anger,dia646_utt20.wav,banny
570,anger,dia805_utt6.wav,aw the lovely hamanda gives me her number and ay ay go and drop
571,anger,dia365_utt14.wav,as no rachel
572,anger,dia907_utt11.wav,you apologize the tree right now or i am calling forbacco
573,anger,dia448_utt2.wav,at maiga
574,anger,dia852_utt7.wav,then yat is pheby a so you nonts eithe her na
575,anger,dia10_utt1.wav,any respects the bucket
576,anger,dia51_utt6.wav,thet will excuse me if i wanted to be with my girl friend on our anniversary boy would 'nt ass i my
577,anger,dia153_utt10.wav,disturbing my obow practice
578,anger,dia424_utt12.wav,on the other hand if she wasn't kitting and sheis not fun she's stupid and tit of a race f
579,anger,dia1025_utt8.wav,
580,anger,dia545_utt0.wav,wet beby did you whip the bitban on trosnads lads
581,anger,dia39_utt0.wav,hathy isthat what i'm supposed to be there
582,anger,dia828_utt13.wav,or suchect excuse mem pulld on a second this is my friend's machine
583,anger,dia49_utt2.wav,especially by that professor we ran to last night judging von holier than that
584,anger,dia138_utt1.wav,when we hear in my school i made out with jame sparrow even though i knew that you like
585,anger,dia759_utt5.wav,i'm sorry my friend's are 't sophisticated is yours
586,anger,dia913_utt3.wav,well you sock but at least you suck at a man's game now
587,anger,dia885_utt4.wav,no pan who's a dan you get to gever
588,anger,dia89_utt9.wav,i don't thork not i get married anyway
589,anger,dia913_utt0.wav,i galy crazy with that
590,anger,dia944_utt1.wav,sill sisa  you ake my candy barn
591,anger,dia505_utt12.wav,then he said he was urgent
592,anger,dia961_utt4.wav,no don't know
593,anger,dia869_utt12.wav,and you'll be all oh man
594,anger,dia275_utt16.wav,nothe tic yow
595,anger,dia1012_utt6.wav,ugi
596,anger,dia676_utt14.wav,that young man i am
597,anger,dia853_utt7.wav,wit a cal
598,anger,dia374_utt7.wav,tory that the frst fesst tiken yo got the loud
599,anger,dia478_utt10.wav,why to celebrate your relationship to solidify your commitment to declare your love for one another to the world
600,anger,dia714_utt4.wav,ay i was wondering is it possible to increase security an the paleontolligen section
601,anger,dia833_utt5.wav,not even a song
602,anger,dia740_utt3.wav,this is exactly the kind of thing that makes her think you that has love me more than you lov o her
603,anger,dia112_utt2.wav,ut this is my home i wond to be but cully go whenever i wat
604,anger,dia70_utt8.wav,woat for you
605,anger,dia295_utt13.wav,ask would you graduate high scold
606,anger,dia908_utt15.wav,i called the bapstin can command a wy hay hay thatstin was a very well respected a
607,anger,dia498_utt5.wav,because dixturs nos to say geller and bean to be married night locl woman saves drowning more on e don't like man
608,anger,dia301_utt8.wav,el
609,anger,dia191_utt0.wav,i i careful the roal my wad dop
610,anger,dia615_utt7.wav,ofwaw
611,anger,dia508_utt21.wav,in a higt we needt move on
612,anger,dia813_utt3.wav,i don't care the wires have come loosing your head
613,anger,dia496_utt12.wav,no you guys i'm not getting in a card with him you'll have to think of something else
614,anger,dia23_utt1.wav,o k you don't think i thought of that
615,anger,dia274_utt7.wav,do this is a funny
616,anger,dia555_utt4.wav,ogay brak up still r
617,anger,dia126_utt7.wav,cat you don't ven have a bed you sleep in a ball on the floor
618,anger,dia254_utt5.wav,not go in there
619,anger,dia983_utt7.wav,dord you hang up on me ill marry you and me right now i have the power
620,anger,dia766_utt3.wav,i noi pus oer
621,anger,dia466_utt15.wav,now that was strong
622,anger,dia336_utt7.wav,no ju just a couple more boxes
623,anger,dia707_utt14.wav,i thought i judgd you tagain at  heir and
624,anger,dia1025_utt15.wav,o ka forhin
625,anger,dia548_utt10.wav,walls are pretty thin jies
626,anger,dia728_utt2.wav,just tes getting wors  wors
627,anger,dia254_utt4.wav,to be levlyou
628,anger,dia853_utt1.wav,il have a liar
629,anger,dia615_utt5.wav,hi is so unfair
630,anger,dia380_utt1.wav,t born for the malenn
631,anger,dia99_utt11.wav,rall the wedding is back on
632,anger,dia932_utt10.wav,i don't want til i want just joy
633,anger,dia693_utt3.wav,i'm in a coonal landlord and tell him that monica is illegally sublet in heur grandmother's apartment o
634,anger,dia147_utt11.wav,oca ocana what is wrong with my snuggles
635,anger,dia498_utt6.wav,
636,anger,dia109_utt20.wav,shown hairlisen ey
637,anger,dia931_utt1.wav,i can't prove t yet but when i do you'll be going to jail for murder
638,anger,dia423_utt7.wav,one hundred even thinking about manes yes j
639,anger,dia735_utt14.wav,nober not
640,anger,dia206_utt13.wav,i don't care i am trying to get a bar tan ot of my body and an not maki any deer  an ta
641,anger,dia716_utt5.wav,don't you follow me
642,anger,dia498_utt7.wav,don't life annon
643,anger,dia84_utt1.wav,yet the girl cannot say the bride
644,anger,dia676_utt10.wav,o ye really is it ros now ey wl let me just make the litl easier for you foado
645,anger,dia571_utt15.wav,ad a naver got to make it all the way over har pot
646,anger,dia885_utt3.wav,sok man i'll ive you ten free rat gorncer
647,anger,dia994_utt3.wav,you know i dn't ean phylic i know you any more man
648,anger,dia167_utt6.wav,it's you all jealou
649,anger,dia466_utt12.wav,yes hawbanal tok to me not to di e now give me my
650,anger,dia407_utt0.wav,that as a an a doing part
651,anger,dia671_utt15.wav,nooo n no andliving and dodo you can't touch the painten
652,anger,dia456_utt2.wav,oh my godshailer the one you picked is gone it's over
653,anger,dia907_utt3.wav,make you shuders so to ever to that again
654,anger,dia841_utt7.wav,tailor please don't think i was trying to press youre you phoeme and rachel just thought veby anridicul r
655,anger,dia943_utt1.wav,in easeill taste like your grandma
656,anger,dia661_utt0.wav,myou pick one just pick one here about that one
657,anger,dia448_utt10.wav,so i guess i'll just stumble across the hall a sleep wit the first gy i find it there
658,anger,dia1007_utt3.wav,who went down to the eues as nimets and sold him a two thousand boxes
659,anger,dia300_utt9.wav,shut up you know it's a rebuilding yat you why why w
660,anger,dia154_utt7.wav,like te tetegetan sarbrits
661,anger,dia785_utt1.wav,why mat my children jrain ildren
662,anger,dia207_utt17.wav,but vicha is so interested in you that's hereaga and i haven't been able to say two words to each other  o on you to sit here silently while the dreedo have a conversation
663,anger,dia745_utt9.wav,could you not give me the message
664,anger,dia939_utt0.wav,
665,anger,dia139_utt2.wav,no no i didn't come with her
666,anger,dia1005_utt16.wav,you know i mean it was really exciting at first but now itci o cate so where are we goit to eat efher
667,anger,dia1022_utt12.wav,ge a gillin not cere ashamed of my bok
668,anger,dia854_utt3.wav,ai do not dunt righels nor are we still together an  whel we just like to machine get that
669,anger,dia254_utt2.wav,you a tranmen oe you cant can
670,anger,dia794_utt0.wav,my got up g et e hole ol
671,anger,dia64_utt0.wav,sirry is to like the idea when i'm saying i do he's thinking noro i do er too
672,anger,dia405_utt2.wav,ore so you win o q
673,anger,dia828_utt4.wav,i'm sorry is that you'll be escape yes really realy unfortunately i don't see sin
674,anger,dia571_utt2.wav,on telling you he's dead who were about to have here as a dead fageye on a stick
675,anger,dia570_utt0.wav,wit i'll tat you right now money you might go
676,anger,dia123_utt1.wav,jounal is enout funny it's physically impossib
677,anger,dia473_utt2.wav,i know a a ter agiain
678,anger,dia304_utt8.wav,good ucbye than you started this you will finish
679,anger,dia156_utt1.wav,so i taught the father and asked him to ma if years he cou tell im gu
680,anger,dia206_utt4.wav,i the moment i im li him
681,anger,dia39_utt5.wav,you look at me and it's nothing
682,anger,dia448_utt6.wav,my miga i don't give von messanges from interesting people ever
683,anger,dia10_utt0.wav,o that eng mell
684,anger,dia51_utt4.wav,for what gletting throw me auto your office
685,anger,dia295_utt6.wav,a try no you may be few relly gul
686,anger,dia795_utt6.wav,but not about theirs
687,anger,dia206_utt18.wav,us
688,anger,dia259_utt3.wav,wo i
689,anger,dia679_utt14.wav,and that's onl because it's right day when you turn it all
690,anger,dia996_utt3.wav,do you think manica realizes how much ap herence spent on this weddiy
691,anger,dia200_utt4.wav,can't bely bit ican i die you somekind i'm a little man at him now
692,anger,dia868_utt0.wav,no defanat because it is not true
693,anger,dia1016_utt3.wav,no i kdont i'll need them i mat you dice now as friends you wand choose in
694,anger,dia956_utt4.wav,o comerate at aspecial bottom again
695,anger,dia68_utt0.wav,sam id hire the girl toill care everybody ready
696,anger,dia234_utt11.wav,you really want to talk about getting people thoy like you ha munny man
697,anger,dia255_utt11.wav,if you your shed even be here it's a schoolnight
698,anger,dia145_utt8.wav,my glad i  doll away stop lugging any we r
699,anger,dia39_utt3.wav,because i show is how can't figure it out
700,anger,dia342_utt10.wav,e not on e thert oh ah i don't care
701,anger,dia936_utt16.wav,michell if you dull you're just get a mist with his head and ruin his wedding
702,anger,dia590_utt11.wav,i ask wif witney is out there i cannot deal wit the right now tat wom is crazy o kino hald u
703,anger,dia456_utt11.wav,it was the rin
704,anger,dia861_utt8.wav,ends on e me o ma
705,anger,dia295_utt10.wav,not the same thinge this is totally different
706,anger,dia262_utt4.wav,
707,anger,dia271_utt9.wav,better do something or i'm no walk out that door right now are you got up
708,anger,dia530_utt11.wav,otherwise you're just mean
709,anger,dia740_utt2.wav,look all my stuff is safe and dry and all her stuffly is with growing no stuff
710,anger,dia1016_utt2.wav,right right a minute's pretty unbelievable you know i'am in there just tok off to ok let tim lookim back
711,anger,dia876_utt1.wav,joy  to toy toy
712,anger,dia632_utt4.wav,they in just had ronbe
713,anger,dia1018_utt8.wav,ocha
714,anger,dia835_utt7.wav,iam strong i'll show you
715,anger,dia930_utt13.wav,what john mc lean had plan
716,anger,dia30_utt4.wav,sa rus which a problem
717,anger,dia699_utt13.wav,just takin outside
718,anger,dia613_utt10.wav,i know you saeing in it tuff like bets which a wyor binin  w
719,anger,dia535_utt2.wav,let be asked yfor something o'l come when i call your computed support line i have to wait an hour and a half
720,anger,dia1018_utt10.wav,thank you
721,anger,dia546_utt12.wav,i am not gettinga
722,anger,dia455_utt8.wav,russ is so crazy about you and i really wanted you to like me and i  it's probably me just being totally paranoite but i
723,anger,dia1011_utt5.wav,lut the bou pine
724,anger,dia759_utt4.wav,barlee  wat kind of a party serves barley
725,anger,dia832_utt14.wav,how could you be greatish and from cakhipsi  ay that jo woul a killed and all t
726,anger,dia596_utt20.wav,the judge wouldn't let us get in a moment now we got to got into bards tat o push for wap on you
727,anger,dia358_utt9.wav,because every time i go to the denis and somebody dies
728,anger,dia832_utt0.wav,idon't y
729,anger,dia451_utt7.wav,bol this is my seckness
730,anger,dia64_utt9.wav,i nelit was my idea
731,anger,dia228_utt0.wav,no i can't tolk to you i don't have a fancy at the yellow pages
732,anger,dia110_utt3.wav,latin arrogance
733,anger,dia755_utt8.wav,that nice o no
734,anger,dia849_utt10.wav,more like it than you do
735,anger,dia279_utt2.wav,an to go down there and teach that guy a le
736,anger,dia770_utt5.wav,kake on just pick one so i can watch have a perfect magical weaken together with you
737,anger,dia275_utt0.wav,fens the lad mary
738,anger,dia481_utt12.wav,rich all things could get incredibly complicated
739,anger,dia428_utt4.wav,wy would you please pay attention i could wake up at any mor
740,anger,dia714_utt2.wav,no no no  o i speak to so the charge please
741,anger,dia558_utt6.wav,old the sgy that i was looking for a fling don't tell the guy tatts boy
742,anger,dia700_utt5.wav,
743,anger,dia1005_utt14.wav,alcay stopn flaring in in
744,anger,dia512_utt11.wav,o i did
745,anger,dia951_utt0.wav,you said you was but you never dad
746,anger,dia10_utt2.wav,nou won u believe wut people put in here
747,anger,dia835_utt2.wav,is that a secret or a lie
748,anger,dia456_utt7.wav,me i asked you to gord the ring i know i'm sorry
749,anger,dia739_utt12.wav,
750,anger,dia699_utt8.wav,at was my or
751,anger,dia483_utt8.wav,so listend i went across the street and talkd to the doorman i got the paper's name can i is the
752,anger,dia445_utt13.wav,
753,anger,dia839_utt0.wav,so so you are making fourn woots now i'm not
754,anger,dia553_utt20.wav,really thinks so i don't
755,anger,dia297_utt2.wav,ah just the secon no now li
756,anger,dia844_utt13.wav,well you hang in there tetty
757,anger,dia973_utt5.wav,ino no nonot a richard thing jus put down the glass and get out
758,anger,dia1025_utt10.wav,i don't let him make any mistakes
759,anger,dia388_utt14.wav,ihardleave its you couch a hole in my dingy floor
760,anger,dia573_utt8.wav,xtract f the lard of the uhow
761,anger,dia509_utt10.wav,have to say i don't really care for your tone
762,anger,dia275_utt1.wav,well just in the past matches the pairs at the wingers of a pear pas pars a you onjump jo a minute
763,anger,dia950_utt5.wav,look at me
764,anger,dia768_utt3.wav,o some on look ranku tecause they had to do it in a cup they i v the catty size
765,anger,dia126_utt5.wav,i will kill you te mi ga aint the mit the my room is so small
766,anger,dia557_utt7.wav,cherwordy bitch lack   yo now erpoty that still yoty
767,anger,dia1017_utt4.wav,while i'm keeping so many things to myself these days something was bound to sabout
768,anger,dia15_utt6.wav,i know thou was new n
769,anger,dia1018_utt15.wav,ill
770,anger,dia126_utt1.wav,you'll have to do that it's saturday
771,anger,dia423_utt6.wav,no would you stae and only twenty
772,anger,dia328_utt2.wav,that's you rachel
773,anger,dia1018_utt6.wav,rachel
774,anger,dia530_utt9.wav,rit
775,anger,dia789_utt7.wav,
776,anger,dia300_utt10.wav,wathe  an  shother hang a yo we did hose over your bo me dor father there's no fo
777,anger,dia99_utt17.wav,caler
778,anger,dia295_utt19.wav,van
779,anger,dia853_utt14.wav,it allga rasin  testo ti a
780,anger,dia595_utt2.wav,picked up my snap
781,anger,dia260_utt11.wav,noar any of those people here o no no no
782,anger,dia236_utt13.wav,gurcho
783,anger,dia817_utt12.wav,she feels terrible she really must av make up yougot to find er
784,anger,dia1000_utt2.wav,c  i think his department sullys the good name grab
785,anger,dia97_utt3.wav,that almost yit main the face
786,anger,dia633_utt9.wav,geomi
787,anger,dia913_utt2.wav,moved the boll further away ros could make that shot ha
788,anger,dia828_utt3.wav,but i i sad it i put my basket on tom
789,anger,dia241_utt0.wav,oh my sister just invited me to a party to nigh and he's going to be there
790,anger,dia1035_utt0.wav,my ma eieus as i could
791,anger,dia615_utt14.wav,as he got the dreag an bother him but r
792,anger,dia1005_utt11.wav,eybody on with the as i shall let him be the helt cot that requires all refuse matoure and tange at on the backex
793,anger,dia758_utt0.wav,ol tou to  ou ol ol ou  ou ou o o ido o hay a wit no teashiba wol
794,anger,dia530_utt8.wav,now look i deserve to know where i came from
795,anger,dia298_utt1.wav,will
796,anger,dia953_utt12.wav,lopards
797,anger,dia148_utt4.wav,till your little breakfast at vantya with angela delvecio
798,anger,dia430_utt0.wav,o ces so i don't have it all worked out quite yet just don't don't say anything to rachel please rachel is one of my closest friends
799,anger,dia459_utt3.wav,so don then
800,anger,dia835_utt5.wav,you tell her that i let you windleys
801,anger,dia1026_utt11.wav,oh you noy i can't hear that enough
802,anger,dia804_utt5.wav,sta yea course you don't cause you are a little princess
803,anger,dia295_utt21.wav,would he still do it o ton yo lobs a ra the awnae
804,anger,dia317_utt3.wav,bieves can't make it got a day talk ti later big daddy
805,anger,dia717_utt6.wav,fe me look again
806,anger,dia932_utt7.wav,differenti was drunk and stupid
807,anger,dia526_utt16.wav,slammi nases
808,anger,dia397_utt0.wav,fie he wat's on the drank
809,anger,dia195_utt14.wav,yeh well misser you better be glad that list is lamonated
810,anger,dia1018_utt11.wav,that's it
811,anger,dia996_utt7.wav,can't ask people to do that would you ask people to do that
812,anger,dia828_utt0.wav,crom i trug wo wout
813,anger,dia572_utt12.wav,ecies because you are looking at as bact herfer
814,anger,dia761_utt2.wav,
815,anger,dia770_utt12.wav,oh i don't now how bout the idiot we thought he could drive from olbany to canada and a half a take a gas
816,anger,dia841_utt8.wav,phoeme and rachel just thought very rachel
817,anger,dia356_utt10.wav,sorry joe i don't think the doctor was going o buy that it just fell out of the socket
818,anger,dia935_utt8.wav,tell that you're sorry and that you left
819,anger,dia328_utt1.wav,i and lating sou neckato spend one more day with some onewho's out to sav ta touch my havreen
820,anger,dia670_utt1.wav,
821,anger,dia1026_utt15.wav,well it's not flax right now
822,anger,dia555_utt3.wav,
823,anger,dia189_utt8.wav,out oh god a why would heu think to check there
824,anger,dia332_utt7.wav,now i meenat they're sophy genuinely nice guise out there
825,anger,dia1012_utt10.wav,
826,anger,dia210_utt0.wav,i found the picture
827,anger,dia430_utt3.wav,rais
828,anger,dia955_utt5.wav,said the ball is in his cort
829,anger,dia374_utt9.wav,if youre dillit without your money mell
830,anger,dia634_utt0.wav,would you eat o like at a reall emotional time no you've had a lot to drink in ifj cult let that go
831,anger,dia545_utt11.wav,anyhow often is that habit i must never co
832,anger,dia854_utt2.wav,you finger youd get what you wanted and you dump parl like you did rain
833,anger,dia676_utt12.wav,storming out
834,anger,dia766_utt2.wav,
835,anger,dia479_utt4.wav,yet he he he calls me up and asks me if he can eddit my new moving
836,anger,dia612_utt6.wav,aarthati went alls over new york city looking
837,anger,dia91_utt0.wav,oh look at this one so beautiful e aw o tehot
838,anger,dia512_utt10.wav,stall e fown
839,anger,dia466_utt11.wav,o e will rike rober your blue whaeteverything     whistindoc cut give me back wit thot for if
840,anger,dia770_utt7.wav,not its of can it this is regularly schedul programme
841,anger,dia210_utt3.wav,you went through my decristinal property
842,anger,dia184_utt17.wav,that's why yo ont to sigu to that bray to get raabus
843,anger,dia6_utt10.wav,there was no kangaroon
844,anger,dia206_utt1.wav,fa sonname judy hall agree my son's name is jamie wack jenmy lis anama seasons best
845,anger,dia300_utt3.wav,o boy d they suck
846,anger,dia866_utt9.wav,no them wiol get wet
847,anger,dia329_utt9.wav,gonjous man in a
848,anger,dia737_utt5.wav,te lock
849,anger,dia853_utt8.wav,or i you know hat
850,anger,dia512_utt12.wav,no so you are saying that if i called it it would rain
851,anger,dia38_utt6.wav,i took them from the hotel lobby and they think they can charge me for some dirty movy and a bag in a sugarnd as they get another thing tom
852,anger,dia466_utt13.wav,men who ar ar pothing in my
853,anger,dia448_utt4.wav,a feeble or on it
854,anger,dia902_utt0.wav,itell you it's like watching man me learn how
855,anger,dia716_utt3.wav,
856,anger,dia184_utt10.wav,to pintur yor roges
857,anger,dia722_utt10.wav,noable eve it's no hot don
858,anger,dia524_utt11.wav,you keep the old ones in the bath room room that is so ages
859,anger,dia596_utt19.wav,don't call us that
860,anger,dia275_utt4.wav,raches here so good luck man let me know how words i
861,anger,dia317_utt12.wav,i don't accept this rom
862,anger,dia1016_utt16.wav,mac ma
863,anger,dia794_utt10.wav,you spend ouf your life in the ba through wine you never go ont the bloody window
864,anger,dia527_utt0.wav,her you lurker the wajet
865,anger,dia129_utt5.wav,ye ei give up a jub too
866,anger,dia210_utt4.wav,why do you have a tecture pall out of your tag
867,anger,dia63_utt5.wav,wear that ime wear in the famous tugs jane bons togs so
868,anger,dia744_utt9.wav,nat a god mi just aid sally ou hay ou juscinnigo bush ma come to to the toil an a
869,anger,dia256_utt14.wav,
870,anger,dia95_utt8.wav,your thought is battellin ma to get overer us and move on
871,anger,dia686_utt3.wav,i said i'll do it nobody wants to do
872,anger,dia6_utt19.wav,ou sleep an
873,anger,dia523_utt6.wav,ah a great ow he knows af i don't n
874,anger,dia173_utt8.wav,faint
875,anger,dia40_utt0.wav,yer believe he take the two of them havy sex
876,anger,dia356_utt21.wav,
877,anger,dia138_utt3.wav,i'll take you te
878,anger,dia831_utt3.wav,v get that
879,anger,dia163_utt1.wav,ohtheres some people who do want to merry me
880,anger,dia206_utt7.wav,not to sleep it the ragget the crave s
881,anger,dia274_utt6.wav,you're the worst best man ever
882,anger,dia295_utt20.wav,ha
883,anger,dia67_utt15.wav,she moved in with a guy who was secretly married to her and he said he didn't love her but he really did and it just blew up
884,anger,dia295_utt18.wav,a
885,anger,dia509_utt11.wav,and this is not the only hospital in this city and we have no problem to woe
886,anger,dia945_utt6.wav,i my misery amusing to you
887,anger,dia398_utt2.wav,i go know you oyo dout better
888,anger,dia953_utt6.wav,a rry gardand witting chail ind wi that we were juskit a cat
889,anger,dia508_utt0.wav,cross an
890,anger,dia219_utt12.wav,of all people you do not let me tell the story
891,anger,dia241_utt5.wav,causethetalhung up on ou
892,anger,dia118_utt4.wav,it's not a real game i made it
893,anger,dia996_utt18.wav,
894,anger,dia651_utt10.wav,what are you ta toll he askd
895,anger,dia123_utt8.wav,ust i just read what you put on your page to day
896,anger,dia531_utt14.wav,peras ar you y say i am stilling on inwa but wages never get until
897,anger,dia745_utt7.wav,wyjan would like to know why i didn't show up at the odddition i didn't know i had to day
898,anger,dia561_utt5.wav,long boree at the same table it's like cocktails an appellation
899,anger,dia517_utt0.wav,come on more
900,anger,dia1016_utt1.wav,why i man it's pretty unbelieve the boy
901,anger,dia771_utt14.wav,and o knows what science will come up witds in the future but san it di an what if i die an unsuccessful regular size man
902,anger,dia660_utt4.wav,instead my parents got me this little slastic chicken that you hop around on
903,anger,dia29_utt11.wav,david's heartill be broken it'll be too hard for them to recover from him tan feeif he will end alone again mar that's matbice
904,anger,dia615_utt22.wav,a hama the hair comes aut and glancs beh
905,anger,dia907_utt4.wav,i won't till i have my next cigarette
906,anger,dia907_utt7.wav,that's right you are so bustid avto lap ut them
907,anger,dia10_utt3.wav,but againt desis
